SampleID,Trial,Operator,Exposure,Dark_Calibr,WhichIQT,Wgcolor,TP_B,TP_G,TP_R,AU,SU,CU_B,CU_G,CU_R,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,Centercontrast_B,Centercontrast_G,Centercontrast_R,Meancontrast_B,Meancontrast_G,Meancontrast_R
19B251.13.32,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003823494,0.00560367,0.002042429,48.92555979,1.250313723,,,,,,,,,,18.16705463,18.17390094,1.637845485,9.808557349,18.7302822,52.60167418
19B251.13.11,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003720291,0.006194619,0.002533667,40.6640876,1.700140871,,,,,,,,,,12.81602173,15.06799391,1.721803908,7.086367574,13.59579691,36.71615749
19B251.13.12,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003972984,0.006239944,0.002091067,40.47654736,1.551173487,,,,,,,,,,15.94589317,16.76028012,1.720340806,9.329233304,18.68468867,41.42662168
19B251.13.21,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002814741,0.004484718,0.001499269,28.64959404,1.473320048,,,,,,,,,,13.45411589,13.96031263,1.891801506,5.961216454,11.2923839,27.63342633
19B251.13.22,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002771378,0.003724326,0.00121167,16.95782736,1.306136176,,,,,,,,,,16.56016535,19.56766932,2.207330413,5.775237741,11.47865935,41.79803403
19B251.13.31,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003507579,0.005317445,0.002309241,53.3562901,1.845359057,,,,,,,,,,14.73644793,16.60770034,1.700675655,8.476759435,14.28209672,50.35135196
19B251.13.32,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003797311,0.005603874,0.002060162,52.98885969,1.249131973,,,,,,,,,,18.1727576,17.80025152,1.619494057,9.861706584,18.98286628,52.81170659
19B251.13.11,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003789119,0.006228749,0.002509315,41.226372,1.705883159,,,,,,,,,,12.83829785,15.28717409,1.958285892,7.040016408,13.63067203,36.6101979
19B251.13.12,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.004027372,0.006235458,0.002060198,39.5381716,1.547847553,,,,,,,,,,16.11298611,17.20351937,1.668507633,9.278693963,18.76533837,41.5338689
19B251.13.21,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002866816,0.00451531,0.001485655,27.90730018,1.476730012,,,,,,,,,,13.38234426,13.94797762,1.770003468,5.9960089,11.23601973,27.55080828
19B251.13.22,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002794386,0.003706062,0.001196438,26.94312074,1.314372083,,,,,,,,,,16.62713829,19.94437324,2.033741659,5.774306415,11.28915255,42.1947159
19B251.13.31,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003570579,0.005350044,0.002294202,58.10141347,1.8512107,,,,,,,,,,14.54500037,16.86932716,1.689336062,8.371705757,14.26160842,50.4556696
19B251.13.32,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003840198,0.00559637,0.002031479,49.92684932,1.251416772,,,,,,,,,,18.20343197,18.0654666,1.691679346,9.860403224,18.70259246,53.28662447
19B301.06.11,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002916452,0.006442613,0.005879753,327.49733,3.208849306,,,,,,,,,,1.876991355,3.33686335,4.925502674,7.580381775,7.173205141,8.013973618
19B301.06.12,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.00294289,0.006609857,0.006061207,280.7142958,3.507706602,,,,,,,,,,2.022768385,3.396758795,4.761639737,7.702587853,7.004398188,9.075811152
19B301.06.21,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002889689,0.006273483,0.005284646,279.7158975,3.043568902,,,,,,,,,,1.689376697,2.686646969,4.008876654,6.167385237,5.828663413,6.61603981
19B301.06.22,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002947209,0.006882235,0.005984547,315.1858319,2.468539544,,,,,,,,,,1.894938134,3.516112134,5.437281096,6.923303153,6.447953407,7.198333777
19B301.06.31,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002786519,0.006255081,0.005536113,314.7765743,3.26404044,,,,,,,,,,1.766461724,3.064565697,4.293211745,6.434114879,6.456262304,8.367000016
19B301.06.32,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.003106601,0.007135326,0.006774033,309.3163529,2.417268524,,,,,,,,,,1.999045382,3.476063735,5.463210356,6.885472825,6.482301814,9.059777146
19B301.06.11,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.00293127,0.006457291,0.005841394,313.571899,3.220797618,,,,,,,,,,1.849653889,3.38741196,4.905067223,7.652792968,7.218328039,8.103441409
19B301.06.12,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002950347,0.006604717,0.006015174,266.6178533,3.504938306,,,,,,,,,,1.982587756,3.37815951,4.67308963,7.73144218,7.051032047,9.098744818
19B301.06.21,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002888329,0.006271423,0.005285857,315.5722256,3.047969618,,,,,,,,,,1.674349554,2.698047938,3.995284214,6.18639144,5.862464761,6.603103194
19B301.06.22,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002946186,0.006867821,0.005969202,296.4227502,2.458065148,,,,,,,,,,1.871164945,3.504297602,5.40311191,6.939632526,6.454791281,7.207492932
19B301.06.31,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002774358,0.006248414,0.005567927,345.0907548,3.266081846,,,,,,,,,,1.842999679,3.060559521,4.420681177,6.414640064,6.471064497,8.426957006
19B301.06.32,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.003094186,0.007111432,0.00679756,334.36038,2.40629947,,,,,,,,,,2.049159809,3.487404662,5.514919286,6.889680784,6.490530098,9.021449343
19B301.06.11,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002964246,0.006431725,0.005623425,265.7248622,3.190506596,,,,,,,,,,1.858375889,3.298807269,4.540039697,7.764835059,7.325155747,8.159849027
19B301.06.12,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002970501,0.006556671,0.005813623,225.2325558,3.461177198,,,,,,,,,,1.991541422,3.368202533,4.327417434,7.8444067,7.071859548,9.322923069
19B301.06.21,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002925477,0.006228268,0.005093659,265.3893969,3.018058376,,,,,,,,,,1.70282202,2.658305938,3.747950272,6.30010073,5.970153635,6.60383028
19B301.06.22,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002988406,0.00686795,0.005758759,253.2984425,2.423963252,,,,,,,,,,1.860651123,3.424976468,5.012418032,7.010520858,6.493466768,7.24732351
19B301.06.31,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.002792256,0.006178954,0.005342676,333.066156,3.239362074,,,,,,,,,,1.765490665,2.978012662,4.106147375,6.54783495,6.529908898,8.428967911
19B301.06.32,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Red,0.003129653,0.007083824,0.006564954,286.2425774,2.414315302,,,,,,,,,,2.092872888,3.325046562,5.14027933,7.073844468,6.500051937,9.132793757
19B302.18.11,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003304315,0.007059758,0.003436118,50.63597668,1.542834938,,,,,,,,,,20.59846945,19.65531143,2.001202731,10.4717487,20.01498309,51.1504472
19B302.18.12,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002363898,0.005218228,0.003684633,21.83780942,1.454523313,,,,,,,,,,21.93235784,20.08934806,2.052985729,8.561135394,16.27125097,45.67873415
19B302.18.21,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002540464,0.004991393,0.002785895,37.59883313,1.362237021,,,,,,,,,,12.17270794,13.64594743,2.349833068,4.29171682,6.268526983,13.13108708
19B302.18.22,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002799393,0.005713348,0.003481715,68.16759828,1.727422302,,,,,,,,,,21.08384557,20.44509456,2.112154648,10.51633103,18.54309778,46.94217478
19B302.18.31,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.001800647,0.003655847,0.002477325,22.81485898,1.52742142,,,,,,,,,,6.370924292,6.20430007,1.15905143,2.06456514,2.920591975,4.700074527
19B302.18.32,1,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002244477,0.004658517,0.003894696,47.68566974,1.573620854,,,,,,,,,,8.976140807,9.012303764,1.371822823,5.178101861,9.547131833,26.96760104
19B302.18.11,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003259624,0.007080047,0.003473579,53.77348031,1.556434803,,,,,,,,,,20.74102705,19.22951967,2.015448932,10.5311289,20.22508715,53.18529134
19B302.18.12,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002334554,0.005218406,0.003712615,38.77887944,1.448822615,,,,,,,,,,21.72240834,19.65753435,2.084541493,8.600749258,16.39977052,45.96225072
19B302.18.21,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002492487,0.004993116,0.002815345,37.31511858,1.361059823,,,,,,,,,,12.16206079,13.61169898,2.205110774,4.290559604,6.245477238,13.15070293
19B302.18.22,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.00275136,0.005700138,0.00351023,68.16406658,1.744698407,,,,,,,,,,21.28371329,19.60192926,1.901369236,10.52143717,18.60339934,47.4543125
19B302.18.31,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.001747933,0.003630415,0.002501735,34.89406995,1.533477945,,,,,,,,,,6.204698265,5.941090289,1.149483059,2.052475958,2.922176115,4.668665405
19B302.18.32,2,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002192681,0.004634161,0.003915839,43.27598611,1.57752615,,,,,,,,,,8.787096548,8.664035219,1.520424357,5.107687261,9.603548682,27.32581085
19B302.18.11,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.003259636,0.007060674,0.003477713,53.30516789,1.551358744,,,,,,,,,,20.72546072,19.42945758,2.041783502,10.5736728,20.24784347,53.20364199
19B302.18.12,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002328265,0.005227966,0.003742414,44.37653321,1.44713562,,,,,,,,,,21.66694545,19.35441794,2.088761278,8.640093864,16.37475657,47.29129622
19B302.18.21,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002506407,0.004989142,0.002810808,37.7539519,1.36200074,,,,,,,,,,12.17610198,13.67111738,2.357464651,4.286569732,6.273915475,13.22182561
19B302.18.22,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002756247,0.005704836,0.003528013,69.77274952,1.740643635,,,,,,,,,,21.26628595,20.01200368,1.899592231,10.51722137,18.85556104,48.70849262
19B302.18.31,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.001776736,0.003641858,0.002491103,29.75266162,1.539916586,,,,,,,,,,6.318798363,6.117384345,1.165972351,2.063469989,2.936646053,4.790955604
19B302.18.32,3,AP,AE,"Interpolated Darkfield, calculated contrast",IQT-HT1,Blue,0.002213389,0.004650286,0.003930146,40.62627371,1.579915216,,,,,,,,,,8.870805241,8.851183906,1.472788675,5.211410113,9.634680549,27.70819487
19B170.12.11,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004134995,0.006117431,0.001854085,48.03867859,1.391912424,,,,,,,,,,14.95344552,16.12866805,1.793348026,6.91102845,13.82732082,33.20466548
19B170.12.12,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002940553,0.003831688,0.001224379,24.36839388,1.630391599,,,,,,,,,,17.2601369,18.79965418,2.388206472,6.529101615,11.62087957,34.478328
19B170.12.21,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002637921,0.003150296,0.001051123,25.65399076,1.544251591,,,,,,,,,,12.71860901,14.66748865,5.909468534,5.393899125,9.200518175,50.13123376
19B170.12.22,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00287671,0.003655968,0.001178285,34.08634998,1.995921642,,,,,,,,,,13.12474456,15.49266196,3.962645278,6.190593534,11.77392759,71.92097479
19B170.12.31,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003778466,0.004932968,0.001983171,46.19264612,1.605087904,,,,,,,,,,16.7075627,16.84543503,1.482255607,7.004689498,13.10000242,31.13633577
19B170.12.32,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003444154,0.004484838,0.001531695,41.88470435,1.337687531,,,,,,,,,,16.14544476,16.736429,1.892433747,8.020756856,14.26630063,39.28051102
19B170.12.11,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004134537,0.006115367,0.001840473,49.2377098,1.391812001,,,,,,,,,,15.00576095,16.38455134,1.756081278,6.898346178,13.8428526,32.98240991
19B170.12.12,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002938337,0.003836176,0.001220296,27.08513152,1.633086983,,,,,,,,,,17.35560915,18.7285471,2.403015315,6.5525588,11.71058718,34.87866371
19B170.12.21,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002640248,0.003151678,0.0010427,28.26629827,1.544556081,,,,,,,,,,12.68216457,14.59930129,5.854114144,5.41659014,9.19260891,50.47831423
19B170.12.22,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002879288,0.003666595,0.00117456,32.77581825,1.994791974,,,,,,,,,,13.03721926,15.44656845,3.319303387,6.189911634,11.74314279,71.60032912
19B170.12.31,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003781443,0.004929867,0.001971248,49.16083261,1.603757566,,,,,,,,,,16.71071566,17.19138582,1.803288221,7.078540427,13.22087427,31.42379328
19B170.12.32,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003452358,0.004496206,0.001528488,39.7002728,1.339576875,,,,,,,,,,16.11698647,16.700282,1.864424167,7.995631719,14.1950073,39.3701626
19B170.12.11,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004147844,0.00612372,0.001844147,37.18194323,1.392236948,,,,,,,,,,14.87977739,16.37114682,1.6449027,6.879194186,13.81969827,32.87099467
19B170.12.12,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002940963,0.003830541,0.001220063,26.65371351,1.630845838,,,,,,,,,,17.19077321,18.45797517,2.279487223,6.556478416,11.56128685,34.58648431
19B170.12.21,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002647706,0.003154612,0.001042962,26.79292547,1.542480617,,,,,,,,,,12.63554082,14.64493103,4.862529261,5.416133489,9.193760254,51.63355827
19B170.12.22,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002877615,0.003655292,0.001171439,36.39660539,1.998200659,,,,,,,,,,13.13915632,15.55602742,3.257819092,6.177531997,11.78555599,72.30968906
19B170.12.31,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003787853,0.004932279,0.001976547,44.95353055,1.606239473,,,,,,,,,,16.62020211,17.16721718,1.550509598,7.036523172,13.12306138,31.44055601
19B170.12.32,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00344661,0.00447892,0.001523796,41.08110721,1.33647748,,,,,,,,,,16.14477843,16.59965644,1.814364575,8.042075951,14.24776916,40.27338723
19B251.13.11,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003779473,0.006214723,0.002540335,37.89594129,1.708244579,,,,,,,,,,13.00827895,15.06774654,1.601578134,7.191209698,13.53285519,34.85603713
19B251.13.12,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004027693,0.006222061,0.002068811,54.19048983,1.540593628,,,,,,,,,,16.03637522,17.28240235,1.779091184,9.11985936,17.98005128,38.71060649
19B251.13.21,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002849517,0.004494416,0.001495997,34.19071124,1.480309629,,,,,,,,,,13.86510872,13.89081318,2.10663582,6.451571668,11.11321031,32.37013713
19B251.13.22,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002785772,0.003698217,0.001177843,27.08839981,1.30402823,,,,,,,,,,16.93911144,19.4951221,8.207464835,5.979702675,11.03861093,160.9603775
19B251.13.31,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003548175,0.005328515,0.002320103,51.32628715,1.845571115,,,,,,,,,,14.34772816,16.375097,1.439103973,8.384652908,13.89218524,45.67240437
19B251.13.32,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003830808,0.0055896,0.002048635,42.30591852,1.24809187,,,,,,,,,,18.07949388,18.09626373,1.615333318,9.673816517,18.14844241,47.57122959
19B251.13.11,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003789777,0.006223131,0.0025313,40.13228019,1.709291955,,,,,,,,,,13.11192142,15.23462182,1.674145688,7.18813509,13.52750537,34.88728651
19B251.13.12,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004030806,0.00623373,0.002067617,51.62419141,1.541576984,,,,,,,,,,15.99181976,16.80694735,1.637667811,9.084729804,17.83084937,37.77442687
19B251.13.21,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002870066,0.004509454,0.001488044,34.02675212,1.482911248,,,,,,,,,,13.75922894,13.88127416,2.104982372,6.473871481,11.13733439,32.18034932
19B251.13.22,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002793999,0.003707553,0.001176547,28.7646248,1.308647058,,,,,,,,,,17.05014434,19.89732797,11.17871437,5.98704941,11.06590964,163.7551835
19B251.13.31,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003579721,0.005349178,0.002313956,51.0233493,1.848045283,,,,,,,,,,14.4966043,16.69158312,1.47183447,8.263504679,13.90965537,46.73133846
19B251.13.32,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003851436,0.005604719,0.002041866,49.77125773,1.247940959,,,,,,,,,,18.00384505,17.91960673,1.518246807,9.697074858,18.32308585,47.64699849
19B251.13.11,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003792062,0.006214669,0.002513523,41.85524323,1.708206724,,,,,,,,,,13.06704094,15.14200509,1.586339891,7.211579225,13.46051703,34.8395467
19B251.13.12,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004038562,0.006215404,0.002050775,51.98927267,1.540475372,,,,,,,,,,15.88493135,17.1312643,1.545364652,9.072636525,17.86538216,38.36620077
19B251.13.21,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002868228,0.00450723,0.001479389,31.86204626,1.480553965,,,,,,,,,,13.83584787,13.93603524,2.156138586,6.476839111,11.09591405,32.53863731
19B251.13.22,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002796008,0.003696797,0.001166576,27.43481766,1.307182774,,,,,,,,,,16.91484096,19.72686814,9.656856244,5.955313148,11.02435597,179.3101644
19B251.13.31,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003570645,0.005343896,0.002303928,51.58796679,1.846645038,,,,,,,,,,14.37608844,16.64139133,1.523692751,8.230131203,13.98393694,45.94994909
19B251.13.32,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.0038489,0.005594443,0.002030641,51.43936097,1.250467553,,,,,,,,,,18.04382883,18.04857282,1.55522815,9.720364768,18.55299822,47.16187696
19B302.18.11,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00326737,0.007013904,0.003459404,53.60762886,1.543761382,,,,,,,,,,20.60298824,18.81113393,1.83124813,10.4766279,18.78541493,42.38252343
19B302.18.12,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002346433,0.005198291,0.003703593,50.07167313,1.464475729,,,,,,,,,,22.28321325,19.67512383,1.859503386,9.01147028,15.84725888,41.50509943
19B302.18.21,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002518379,0.004991209,0.002812873,41.68078106,1.375829758,,,,,,,,,,12.39418917,13.59716677,2.065765302,4.399530002,6.150141608,12.75775613
19B302.18.22,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.0027731,0.005687443,0.003513464,66.18789667,1.730868352,,,,,,,,,,20.96723128,20.1168451,1.81867594,10.32924438,18.04113317,42.55428867
19B302.18.31,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.001795187,0.00369539,0.002491585,50.39628494,1.530464684,,,,,,,,,,6.494847342,6.171342926,1.252137429,2.113319341,2.915878598,4.726743305
19B302.18.32,1,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002260246,0.004714156,0.003965846,59.26957605,1.571386672,,,,,,,,,,8.944685894,8.883403578,1.358780441,5.07253218,9.375274885,26.01996677
19B302.18.11,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003292603,0.007065459,0.003455048,51.84327482,1.54469898,,,,,,,,,,20.61082744,18.97304841,2.049348405,10.43064974,18.73723616,42.88006337
19B302.18.12,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002363813,0.005202448,0.003676247,47.76298776,1.467809097,,,,,,,,,,22.60675075,20.19126675,1.885714745,8.911182561,15.91633042,41.88337572
19B302.18.21,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002525101,0.005005788,0.002803493,41.21716801,1.376051267,,,,,,,,,,12.32820713,13.54743453,2.045507894,4.432892085,6.202842788,12.90617939
19B302.18.22,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002792143,0.005708967,0.003489746,59.44155224,1.728409817,,,,,,,,,,21.00031176,19.47507815,1.791650352,10.35532872,17.84666946,42.39471485
19B302.18.31,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.001791365,0.003704166,0.002486957,60.32674688,1.533889969,,,,,,,,,,6.446524708,6.076636252,1.168156569,2.103574755,2.899202953,4.733666427
19B302.18.32,2,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002263409,0.004723462,0.003951686,58.53940089,1.571134665,,,,,,,,,,8.954425298,8.837992435,1.324630129,5.066953869,9.298911366,25.64246439
19B302.18.11,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003284092,0.007056487,0.00345682,51.87120819,1.544097399,,,,,,,,,,20.48243882,18.91608,1.77289903,10.43596783,18.74919212,43.23309337
19B302.18.12,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002352353,0.005206455,0.003698261,40.8238018,1.464595597,,,,,,,,,,22.38204898,19.78779657,1.831726217,8.914107581,15.80254171,41.69601247
19B302.18.21,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002526388,0.004997631,0.00280044,43.1787307,1.377585959,,,,,,,,,,12.34393017,13.47288874,2.050776142,4.435983912,6.199195433,12.9520123
19B302.18.22,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002782707,0.005706117,0.003505122,60.8764501,1.729692225,,,,,,,,,,20.77700615,19.48351542,1.645794411,10.36374479,17.94062228,42.48434041
19B302.18.31,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.001804347,0.003707334,0.002485584,54.39522427,1.536989423,,,,,,,,,,6.489019327,6.191145619,1.201024996,2.109106022,2.911783322,4.781295133
19B302.18.32,3,AM,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002269238,0.004734727,0.003969902,59.8379083,1.574101156,,,,,,,,,,8.990842153,8.829636287,1.553961594,5.06749805,9.318383408,25.88775718
19B170.12.11,1,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.00413524,0.006117616,0.001850194,76.13210114,1.391549726,,,,,,,,,,12.71488751,15.45527813,1.474914904,6.768362387,13.93342433,33.6326645
19B170.12.12,1,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002940921,0.00383078,0.00122202,32.09519806,1.630187797,,,,,,,,,,16.13102769,19.30188727,1.701225697,5.993545621,11.79237014,28.33606349
19B170.12.21,1,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002639058,0.003151805,0.001048461,30.26326357,1.54482423,,,,,,,,,,11.43105977,15.10134967,1.697105837,5.088887564,9.151303353,24.99949718
19B170.12.22,1,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002877861,0.003658056,0.001176064,49.80589248,1.995749801,,,,,,,,,,11.83635226,15.54445719,2.169347682,6.16219033,11.97163615,50.58577283
19B170.12.31,1,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.00377976,0.004932947,0.001978406,63.23587968,1.604921634,,,,,,,,,,13.99750974,15.92689844,1.376482776,6.891494774,13.47557869,32.99276787
19B170.12.32,1,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003444287,0.004484821,0.001527843,49.75517835,1.337664379,,,,,,,,,,14.5644053,15.8428566,1.418912268,7.999596369,14.79484944,31.42519986
19B170.12.11,2,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004134675,0.006115372,0.001836597,82.19612193,1.391416295,,,,,,,,,,12.78220113,15.65440242,1.529218202,6.811050299,13.99526468,34.18792048
19B170.12.12,2,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002938742,0.003835187,0.001217875,36.7474536,1.633010073,,,,,,,,,,16.17360189,19.33009089,1.517018574,6.056254468,11.93519612,28.94666525
19B170.12.21,2,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002641407,0.003153231,0.001040076,32.57863078,1.545084846,,,,,,,,,,11.51576474,15.31086058,1.692590273,5.109497126,9.226464241,25.46906752
19B170.12.22,2,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002880379,0.003668656,0.001172424,39.79659274,1.994629316,,,,,,,,,,11.81136416,15.86567544,2.257022643,6.196941394,12.03400687,52.4698711
19B170.12.31,2,AM,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003782772,0.004930036,0.001966597,68.96808382,1.60362402,,,,,,,,,,14.09770087,16.6332999,1.487128114,6.932486746,13.68617544,34.05931741
